date,signal,code,name,market,close_krw,change_pct,value_krw,metric,flags
2026-09-14,value-surge,411080,샌즈랩,KOSDAQ,6720,21.96,79788203675,×73.4,
2026-09-14,value-surge,100130,동국S&C,KOSDAQ,1411,4.83,8684647516,×28.4,
2026-09-14,value-surge,080160,모두투어,KOSDAQ,9880,4.22,10437926005,×28.0,
2026-09-14,value-surge,000670,영풍,KOSPI,49950,29.91,30211005975,×27.9,
2026-09-14,value-surge,263860,지니언스,KOSDAQ,19120,12.8,50552862060,×24.3,
2026-09-14,value-surge,072950,빛샘전자,KOSDAQ,11280,26.74,61508613810,×21.8,
2026-09-14,value-surge,001230,동국홀딩스,KOSPI,2130,2.65,14259246652,×18.1,
2026-09-14,value-surge,115440,우리넷,KOSDAQ,8910,7.35,47875933455,×17.4,
2026-09-14,value-surge,042510,라온시큐어,KOSDAQ,11150,18.87,53378349960,×17.3,
2026-09-14,value-surge,356680,엑스게이트,KOSDAQ,17000,5.85,283229852955,×13.7,
2026-09-14,value-surge,017900,광전자,KOSPI,10270,30.0,271890718025,×13.5,
2026-09-14,value-surge,217590,티엠씨,KOSPI,12780,17.46,75961997300,×13.4,
2026-09-14,value-surge,203650,드림시큐리티,KOSDAQ,2780,6.11,106050364005,×13.1,
2026-09-14,value-surge,117670,알파칩스,KOSDAQ,11840,-12.81,5243841030,×11.3,
2026-09-14,value-surge,052710,아모텍,KOSDAQ,15730,3.97,63544943070,×10.5,
2026-09-14,value-surge,101730,위메이드맥스,KOSDAQ,5200,29.84,21819428998,×9.8,
2026-09-14,value-surge,488280,에스투더블유,KOSDAQ,15650,5.39,36494672920,×9.7,
2026-09-14,value-surge,071200,인피니트헬스케어,KOSDAQ,11310,30.0,6291006540,×9.6,
2026-09-14,value-surge,256840,한국비엔씨,KOSDAQ,2920,12.96,40455142904,×9.5,
2026-09-14,value-surge,430690,한싹,KOSDAQ,3085,9.01,6366501057,×9.5,
2026-09-14,value-surge,052400,코나아이,KOSDAQ,37950,8.43,17758362450,×9.1,
2026-09-14,value-surge,112040,위메이드,KOSDAQ,16300,4.15,21179949830,×8.2,
2026-09-14,value-surge,014950,삼익제약,KOSDAQ,9700,22.63,128123565055,×6.9,
2026-09-14,value-surge,456010,아이씨티케이,KOSDAQ,18210,5.87,32165356405,×6.8,
2026-09-14,value-surge,069540,빛과전자,KOSDAQ,4395,13.57,319666052647,×6.6,
2026-09-14,value-surge,115500,케이씨에스,KOSDAQ,9980,0.3,10649078235,×6.4,
