date,signal,code,name,market,close_krw,change_pct,value_krw,metric,flags
2026-09-22,value-surge,009580,무림P&P,KOSPI,1808,10.85,22630189395,×41.7,
2026-09-22,value-surge,439580,블루엠텍,KOSDAQ,3015,10.04,25363618589,×39.6,
2026-09-22,value-surge,051370,인터플렉스,KOSDAQ,7100,13.42,16455610660,×39.0,
2026-09-22,value-surge,486990,노타,KOSDAQ,22550,29.97,52639517240,×30.8,
2026-09-22,value-surge,049470,비트플래닛,KOSDAQ,3130,13.61,14073941556,×23.3,
2026-09-22,value-surge,007810,코리아써키트,KOSPI,65000,24.28,185512983250,×14.8,
2026-09-22,value-surge,187790,나노,KOSDAQ,3020,-0.17,5593681065,×13.8,
2026-09-22,value-surge,033170,시그네틱스,KOSDAQ,2840,1.61,10515259793,×13.3,
2026-09-22,value-surge,419050,삼기에너지솔루션즈,KOSDAQ,1577,3.48,13530933124,×12.1,
2026-09-22,value-surge,046890,서울반도체,KOSDAQ,10370,2.17,16353379830,×11.8,
2026-09-22,value-surge,065680,우주일렉트로,KOSDAQ,25500,15.38,3789444175,×11.1,
2026-09-22,value-surge,0007J0,인벤테라,KOSDAQ,13700,18.0,32222811295,×11.1,
2026-09-22,value-surge,011330,유니켐,KOSPI,4270,5.04,4127499536,×11.1,
2026-09-22,value-surge,071090,하이스틸,KOSPI,3490,6.73,22515052230,×8.3,
2026-09-22,value-surge,036710,심텍홀딩스,KOSDAQ,4165,5.98,5875936497,×8.0,
2026-09-22,value-surge,0007C0,아크릴,KOSDAQ,20250,6.24,32549927710,×7.7,
2026-09-22,value-surge,340450,지씨지놈,KOSDAQ,7230,6.79,5767569150,×7.1,
2026-09-22,value-surge,005160,동국산업,KOSDAQ,3655,12.81,42727825953,×7.0,
2026-09-22,value-surge,012210,삼미금속,KOSDAQ,13300,19.6,286065383795,×6.8,
2026-09-22,value-surge,291810,핀텔,KOSDAQ,1193,-12.92,3289370526,×6.7,delisting
2026-09-22,value-surge,059090,미코,KOSDAQ,22350,11.86,32947380490,×6.6,
2026-09-22,value-surge,123010,MSDI,KOSDAQ,3390,12.25,2339943768,×6.4,
2026-09-22,value-surge,274090,켄코아에어로스페이스,KOSDAQ,12310,0.41,37144321355,×5.7,
2026-09-22,value-surge,011300,우성머티리얼스,KOSPI,2720,18.52,2109957480,×5.6,
2026-09-22,value-surge,085910,네오티스,KOSDAQ,15960,13.11,12305413325,×5.5,
2026-09-22,value-surge,053610,프로텍,KOSDAQ,73100,6.87,6873764050,×5.4,
2026-09-22,value-surge,425420,티에프이,KOSDAQ,63800,9.62,34814623000,×5.4,
2026-09-22,value-surge,234030,싸이닉솔루션,KOSDAQ,3405,-1.3,1864575608,×5.4,
2026-09-22,value-surge,001440,대한전선,KOSPI,31600,6.4,285072195775,×5.0,
2026-09-22,value-surge,452430,사피엔반도체,KOSDAQ,40900,7.63,6790955875,×4.8,
2026-09-22,value-surge,093520,매커스,KOSDAQ,28400,2.9,1673138450,×4.7,
2026-09-22,value-surge,092600,앤씨앤,KOSDAQ,2800,-12.5,3413413243,×4.7,delisting
2026-09-22,value-surge,356860,티엘비,KOSDAQ,44600,17.06,106332059775,×4.6,
2026-09-22,value-surge,145020,휴젤,KOSDAQ,190500,-7.52,38680537300,×4.3,
2026-09-22,value-surge,163730,핑거,KOSDAQ,11850,9.32,4547380940,×4.3,
2026-09-22,value-surge,020710,시공테크,KOSDAQ,3750,1.21,4039903898,×4.3,
2026-09-22,value-surge,353200,대덕전자,KOSPI,111500,9.42,323029381900,×4.2,
2026-09-22,value-surge,098070,한텍,KOSDAQ,26000,6.78,8354503025,×4.1,
2026-09-22,value-surge,425040,티이엠씨,KOSDAQ,12450,-2.89,27921235210,×4.1,
2026-09-22,value-surge,129920,대성하이텍,KOSDAQ,5640,9.09,1982665585,×4.0,
2026-09-22,value-surge,052710,아모텍,KOSDAQ,19170,13.43,52789876860,×4.0,
2026-09-22,value-surge,394280,오픈엣지테크놀로지,KOSDAQ,9630,4.79,2376995385,×4.0,
2026-09-22,value-surge,493280,아이엠바이오로직스,KOSDAQ,15680,12.81,7136355110,×3.9,
2026-09-22,value-surge,020560,아시아나항공,KOSPI,8350,8.44,4786764190,×3.8,
2026-09-22,value-surge,054450,텔레칩스,KOSDAQ,10090,1.41,1421316850,×3.8,
2026-09-22,value-surge,100130,동국S&C,KOSDAQ,1475,3.29,4861637870,×3.5,
2026-09-22,value-surge,014280,금강공업,KOSPI,4425,0.34,5005181514,×3.5,
2026-09-22,value-surge,377480,마음AI,KOSDAQ,10490,5.96,1424315830,×3.5,
2026-09-22,value-surge,020000,한섬,KOSPI,19920,7.33,6962136165,×3.5,
2026-09-22,value-surge,102120,어보브반도체,KOSDAQ,7690,-0.77,1953652240,×3.5,
2026-09-22,value-surge,399720,가온칩스,KOSDAQ,45100,2.73,12981940250,×3.4,
2026-09-22,value-surge,036540,SFA반도체,KOSDAQ,10500,-0.47,154811088750,×3.4,
2026-09-22,value-surge,033160,엠케이전자,KOSDAQ,15630,6.11,33501330475,×3.4,
2026-09-22,value-surge,052900,KX하이텍,KOSDAQ,1100,2.9,1787849882,×3.3,
2026-09-22,value-surge,264450,유비쿼스,KOSDAQ,10690,1.33,1076143135,×3.3,
2026-09-22,value-surge,058470,리노공업,KOSDAQ,74700,7.02,129292974200,×3.3,
2026-09-22,value-surge,187870,디바이스,KOSDAQ,11290,7.83,2000999125,×3.3,
2026-09-22,value-surge,232140,와이씨,KOSDAQ,14290,0.28,112651691860,×3.2,
2026-09-22,value-surge,0088M0,메쥬,KOSDAQ,12980,6.39,2358240015,×3.2,
2026-09-22,value-surge,026910,광진실업,KOSDAQ,2945,-15.86,1374322449,×3.2,
2026-09-22,value-surge,499790,GS피앤엘,KOSPI,36300,-4.35,5341274325,×3.2,
2026-09-22,value-surge,475830,오름테라퓨틱,KOSDAQ,25250,-7.51,35684198250,×3.1,
2026-09-22,value-surge,149950,아바텍,KOSDAQ,12520,1.46,5031835935,×3.1,
2026-09-22,value-surge,420770,기가비스,KOSDAQ,118800,8.1,43918568500,×3.1,
2026-09-22,value-surge,448730,삼성FN리츠,KOSPI,4795,-4.1,1527537387,×3.1,
2026-09-22,value-surge,388210,씨엠티엑스,KOSDAQ,84800,3.41,8263212700,×3.0,
2026-09-22,value-surge,222800,심텍,KOSDAQ,147100,12.55,272961836950,×3.0,
2026-09-22,value-surge,214430,아이쓰리시스템,KOSDAQ,69600,5.45,2575973350,×3.0,
2026-09-22,value-surge,077500,유니퀘스트,KOSPI,8480,2.17,4191429410,×2.9,
2026-09-22,value-surge,006340,대원전선,KOSPI,13700,1.18,101894778200,×2.9,
