date,signal,code,name,market,close_krw,change_pct,value_krw,metric,flags
2026-09-09,value-surge,950250,테라뷰,KOSDAQ,3105,2.99,29418882570,×48.2,
2026-09-09,value-surge,115440,우리넷,KOSDAQ,8200,12.18,21957495505,×46.3,
2026-09-09,value-surge,100590,머큐리,KOSDAQ,4355,30.0,15803900230,×34.3,
2026-09-09,value-surge,0011A0,액스비스,KOSDAQ,10400,-6.39,18737556095,×33.5,
2026-09-09,value-surge,014280,금강공업,KOSPI,4745,9.21,16533210727,×32.5,
2026-09-09,value-surge,0001A0,덕양에너젠,KOSDAQ,9910,10.36,13967820860,×26.6,
2026-09-09,value-surge,010580,에스엠벡셀,KOSPI,2540,21.24,48799166627,×20.6,
2026-09-09,value-surge,032820,우리기술,KOSDAQ,14320,21.25,541266856185,×14.4,
2026-09-09,value-surge,452190,한빛레이저,KOSDAQ,5000,11.11,63233701213,×13.5,
2026-09-09,value-surge,012210,삼미금속,KOSDAQ,13030,29.91,233572864835,×13.4,
2026-09-09,value-surge,162300,신스틸,KOSDAQ,2765,11.94,106822647174,×12.9,
2026-09-09,value-surge,048410,현대바이오,KOSDAQ,7130,13.9,72400956355,×12.4,
2026-09-09,value-surge,053260,금강철강,KOSDAQ,7990,19.97,134558968000,×12.3,
2026-09-09,value-surge,046120,오르비텍,KOSDAQ,6180,2.15,41660809665,×12.1,
2026-09-09,value-surge,069540,빛과전자,KOSDAQ,3810,4.67,279962128817,×11.7,
2026-09-09,value-surge,388790,라이콤,KOSDAQ,4815,14.1,12540492467,×10.3,
2026-09-09,value-surge,046970,우리로,KOSDAQ,6570,29.84,38031374145,×10.2,
2026-09-09,value-surge,302430,이노메트리,KOSDAQ,8810,13.38,45971567250,×9.8,
2026-09-09,value-surge,004770,써니전자,KOSPI,2260,4.63,48544325745,×8.2,
2026-09-09,value-surge,356680,엑스게이트,KOSDAQ,12610,8.71,67996420975,×8.0,
2026-09-09,value-surge,327260,RF머트리얼즈,KOSDAQ,42300,22.61,142604035025,×7.7,
2026-09-09,value-surge,271830,팸텍,KOSDAQ,1140,13.66,3429576425,×7.5,
2026-09-09,value-surge,256840,한국비엔씨,KOSDAQ,2730,-0.36,22085373617,×7.0,
2026-09-09,value-surge,035510,신세계 I&C,KOSPI,16150,5.56,6131774985,×6.4,
2026-09-09,value-surge,115500,케이씨에스,KOSDAQ,9240,4.64,3398863575,×6.2,
2026-09-09,value-surge,204840,지엘팜텍,KOSDAQ,4990,-13.67,3043142120,×5.8,
2026-09-09,value-surge,323990,박셀바이오,KOSDAQ,4685,4.93,4945788858,×5.7,
2026-09-09,value-surge,290650,엘앤씨바이오,KOSDAQ,52500,3.75,50632794580,×5.7,
2026-09-09,value-surge,271940,일진하이솔루스,KOSPI,11880,8.0,2453022845,×5.6,
2026-09-09,value-surge,002710,TCC스틸,KOSPI,12020,10.07,9819378465,×5.4,
2026-09-09,value-surge,023790,동일스틸럭스,KOSDAQ,1682,8.8,8637588677,×5.3,
2026-09-09,value-surge,011170,롯데케미칼,KOSPI,67800,18.12,43489789850,×5.2,
2026-09-09,value-surge,105840,우진,KOSPI,15660,9.13,21388153390,×5.0,
2026-09-09,value-surge,189860,서전기전,KOSDAQ,5670,-1.39,11684055920,×5.0,
2026-09-09,value-surge,056090,시지메드텍,KOSDAQ,1190,1.8,2786824317,×4.8,
2026-09-09,value-surge,092790,넥스틸,KOSPI,13310,1.37,25054397965,×4.6,
2026-09-09,value-surge,002350,넥센타이어,KOSPI,5700,-3.06,2320409685,×4.5,
2026-09-09,value-surge,043260,성호전자,KOSDAQ,18440,12.99,110062725450,×4.4,
2026-09-09,value-surge,000500,가온전선,KOSPI,265500,16.7,178534909250,×4.2,
2026-09-09,value-surge,010170,대한광통신,KOSDAQ,14960,9.2,453989637515,×4.1,
2026-09-09,value-surge,161580,필옵틱스,KOSDAQ,34600,-2.26,22961230600,×4.0,
2026-09-09,value-surge,187660,페니트리움바이오,KOSDAQ,7420,29.95,29796438275,×3.9,
2026-09-09,value-surge,201490,미투온,KOSDAQ,2775,9.25,15408803116,×3.9,
2026-09-09,value-surge,452260,한화갤러리아,KOSPI,2565,9.15,10462843481,×3.7,
2026-09-09,value-surge,036540,SFA반도체,KOSDAQ,6630,9.77,42871802250,×3.6,
2026-09-09,value-surge,019990,에너토크,KOSDAQ,5550,0.91,1936472695,×3.5,
2026-09-09,value-surge,002780,진흥기업,KOSPI,7260,3.13,1605188175,×3.5,
2026-09-09,value-surge,017900,광전자,KOSPI,8220,0.49,74182662970,×3.4,
2026-09-09,value-surge,006650,대한유화,KOSPI,110300,13.59,12834257250,×3.4,
2026-09-09,value-surge,336260,두산퓨얼셀,KOSPI,53900,9.44,168679375150,×3.4,
2026-09-09,value-surge,300080,플리토,KOSDAQ,9240,4.41,1553324120,×3.3,
2026-09-09,value-surge,382900,범한퓨얼셀,KOSDAQ,23350,29.79,5606699515,×3.3,
2026-09-09,value-surge,138080,오이솔루션,KOSDAQ,24000,13.74,18566811550,×3.2,
2026-09-09,value-surge,001440,대한전선,KOSPI,31100,8.17,126205608075,×3.1,
2026-09-09,value-surge,004310,현대약품,KOSPI,10300,-1.34,154197949875,×3.1,
2026-09-09,value-surge,049430,코메론,KOSDAQ,22650,3.9,1678045875,×3.0,
2026-09-09,value-surge,078150,HB테크놀러지,KOSDAQ,2015,1.0,5081314139,×2.9,
2026-09-09,value-surge,082740,한화엔진,KOSPI,49150,7.67,74205176800,×2.9,
2026-09-09,value-surge,000520,삼일제약,KOSPI,6990,12.56,1471237020,×2.9,
2026-09-09,value-surge,002070,비비안,KOSPI,5750,11.22,1770359590,×2.9,
2026-09-09,value-surge,378340,필에너지,KOSDAQ,12500,4.6,1525845250,×2.8,
2026-09-09,value-surge,000990,DB하이텍,KOSPI,111500,7.83,94683891238,×2.8,
2026-09-09,value-surge,099440,스맥,KOSDAQ,4300,10.82,4188021184,×2.8,
2026-09-09,value-surge,012630,HDC,KOSPI,24700,5.78,3583983450,×2.8,
2026-09-09,value-surge,079650,서산,KOSDAQ,7830,1.95,122207081380,×2.8,
2026-09-09,value-surge,035000,HS애드,KOSPI,6120,-2.24,1124163390,×2.8,
2026-09-09,value-surge,348210,넥스틴,KOSDAQ,31650,4.63,6174536325,×2.8,
2026-09-09,value-surge,096350,대창솔루션,KOSDAQ,2025,2.58,2073376640,×2.8,
2026-09-09,value-surge,001200,유진투자증권,KOSPI,4240,-1.74,4898297311,×2.7,
2026-09-09,value-surge,204270,제이앤티씨,KOSDAQ,21200,5.21,31113583300,×2.7,
2026-09-09,value-surge,052860,아이앤씨,KOSDAQ,7210,7.61,1505400645,×2.7,
2026-09-09,value-surge,084370,유진테크,KOSDAQ,145200,4.99,38721956150,×2.6,
2026-09-09,value-surge,059090,미코,KOSDAQ,19840,9.67,10471461050,×2.6,
2026-09-09,value-surge,011700,한신기계,KOSPI,2650,0.76,1719712773,×2.6,
2026-09-09,value-surge,183300,코미코,KOSDAQ,27600,-0.18,24586630975,×2.6,
2026-09-09,value-surge,089890,코세스,KOSDAQ,25150,11.78,8934741825,×2.6,
2026-09-09,value-surge,071090,하이스틸,KOSPI,3260,3.0,2845140327,×2.5,
2026-09-09,value-surge,457550,우진엔텍,KOSDAQ,14660,2.09,3173813565,×2.5,
2026-09-09,value-surge,108320,LX세미콘,KOSPI,36050,2.85,8847906750,×2.5,
2026-09-09,value-surge,024060,흥구석유,KOSDAQ,12090,0.83,52099760045,×2.5,
2026-09-09,value-surge,126340,비나텍,KOSDAQ,69500,11.74,12978446250,×2.5,
2026-09-09,value-surge,203650,드림시큐리티,KOSDAQ,2135,4.91,4305359519,×2.5,
2026-09-09,value-surge,120110,코오롱인더,KOSPI,56900,3.27,27160981650,×2.5,
2026-09-09,value-surge,098070,한텍,KOSDAQ,26850,6.34,5073641025,×2.4,
2026-09-09,value-surge,008970,KBI동양철관,KOSPI,1170,-1.76,3533585993,×2.4,
2026-09-09,value-surge,199800,툴젠,KOSDAQ,35600,5.33,1337658475,×2.4,
2026-09-09,value-surge,033790,피노,KOSDAQ,8350,6.1,43084441550,×2.4,
2026-09-09,value-surge,0220W0,한화머시너리앤서비스홀딩스,KOSPI,6860,6.69,103110490980,×2.4,
2026-09-09,value-surge,020150,롯데에너지머티리얼즈,KOSPI,41650,14.11,19272370725,×2.4,
2026-09-09,value-surge,052690,한전기술,KOSPI,143100,0.35,137083399750,×2.4,
2026-09-09,value-surge,297090,씨에스베어링,KOSDAQ,4300,5.91,739645329,×2.4,
2026-09-09,value-surge,261780,아리바이오랩,KOSDAQ,3290,-1.79,2652905077,×2.4,
2026-09-09,value-surge,452280,한선엔지니어링,KOSDAQ,10810,6.61,7922159465,×2.3,
2026-09-09,value-surge,206640,바디텍메드,KOSDAQ,9650,-0.82,727979810,×2.3,
2026-09-09,value-surge,014950,삼익제약,KOSDAQ,9010,2.97,35500036160,×2.3,
2026-09-09,value-surge,218410,RFHIC,KOSDAQ,49700,4.85,36401574700,×2.3,
2026-09-09,value-surge,37550L,DL이앤씨2우(전환),KOSPI,51000,1.59,693759950,×2.3,
2026-09-09,value-surge,294630,서남,KOSDAQ,3115,3.32,1790727304,×2.3,
2026-09-09,value-surge,394800,쓰리빌리언,KOSDAQ,4600,-4.17,1275244236,×2.3,
2026-09-09,value-surge,355690,에이텀,KOSDAQ,4955,1.12,865812135,×2.3,
2026-09-09,high-52w,162300,신스틸,KOSDAQ,2765,11.94,106822647174,+1.7%,
2026-09-09,high-52w,020120,키다리스튜디오,KOSPI,7960,20.61,12158956680,+8.4%,
2026-09-09,high-52w,010955,S-Oil우,KOSPI,77300,3.07,2315942450,+2.5%,
2026-09-09,high-52w,224060,더코디,KOSDAQ,7610,29.86,1375149830,+1.9%,
2026-09-09,high-52w,053260,금강철강,KOSDAQ,7990,19.97,134558968000,-1.7%,
2026-09-09,high-52w,004770,써니전자,KOSPI,2260,4.63,48544325745,-12.7%,
2026-09-09,high-52w,098120,마이크로컨텍솔,KOSDAQ,47900,2.9,6729729200,-0.2%,
2026-09-09,low-52w,002350,넥센타이어,KOSPI,5700,-3.06,2320409685,-0.2%,
2026-09-09,low-52w,419530,SAMG엔터,KOSDAQ,17680,-4.02,2312739655,-1.8%,
2026-09-09,low-52w,215200,메가스터디교육,KOSDAQ,34200,-2.15,1176443800,-1.4%,
2026-09-09,low-52w,025870,신라에스지,KOSDAQ,1018,-7.45,1058224750,-7.5%,delisting
2026-09-09,low-52w,251270,넷마블,KOSPI,35050,-0.85,7496490375,+2.5%,
2026-09-09,low-52w,214370,케어젠,KOSDAQ,43550,-2.35,2621849075,+0.7%,
2026-09-09,low-52w,340570,티앤엘,KOSDAQ,28100,-0.35,2500014900,+0.4%,
2026-09-09,gap-up,224060,더코디,KOSDAQ,7610,29.86,1375149830,+29.9%,
2026-09-09,gap-up,382900,범한퓨얼셀,KOSDAQ,23350,29.79,5606699515,+25.6%,
2026-09-09,gap-up,273060,와이즈버즈,KOSDAQ,4145,-4.05,1027044140,+18.1%,
2026-09-09,gap-up,900340,윙입푸드,KOSDAQ,1489,10.38,4261702963,+15.9%,
2026-09-09,gap-up,121850,코이즈,KOSDAQ,480,140.0,1489959985,+15.0%,delisting
2026-09-09,gap-up,018310,삼목에스폼,KOSDAQ,14320,4.68,1429915500,+12.9%,
2026-09-09,gap-up,950250,테라뷰,KOSDAQ,3105,2.99,29418882570,+10.9%,
2026-09-09,gap-up,016740,두올,KOSPI,3980,8.15,4215847537,+10.3%,
2026-09-09,gap-up,288620,에스프리즘,KOSDAQ,4130,6.72,1621085870,+9.8%,
2026-09-09,gap-up,271940,일진하이솔루스,KOSPI,11880,8.0,2453022845,+9.2%,
2026-09-09,gap-up,336260,두산퓨얼셀,KOSPI,53900,9.44,168679375150,+8.6%,
2026-09-09,gap-up,046120,오르비텍,KOSDAQ,6180,2.15,41660809665,+7.6%,
